Speech Duration,Pitch,Speech Rate,Jitter,Shimmer,MFCCs,Mood
6.08,226.55,175,0.012,0.088,"[-6.437, -1.808, -2.548, -5.944, -4.638, 3.646, -2.869, 3.351, 8.299, -3.598, 0.552, 6.637, -7.503]",Happy
8.16,233.99,129,0.057,0.02,"[-5.456, -4.052, 8.406, -9.417, -2.766, 3.006, -7.055, -2.319, 2.151, -5.802, 7.002, -0.928, -7.23]",Happy
12.74,155.1,77,0.074,0.075,"[-7.709, -9.261, -9.292, -0.091, -8.565, 9.588, 2.981, 4.901, -2.871, 9.93, 0.109, 1.947, 7.811]",Confused
14.66,159.24,103,0.083,0.081,"[7.48, 2.173, -2.032, 6.628, -7.836, 3.917, -6.265, -9.166, 0.89, 0.341, -8.271, 6.162, 7.335]",Neutral
13.68,156.97,127,0.069,0.013,"[7.845, 4.071, -7.602, -6.464, 3.587, -2.144, 0.446, 8.665, 1.714, 3.73, 1.457, -0.727, -2.704]",Neutral
5.63,251.08,159,0.018,0.033,"[6.863, -9.328, -9.476, -5.754, -8.974, -7.254, 9.664, 8.536, -0.801, -2.843, 7.773, 9.534, -8.669]",Excited
8.94,230.35,187,0.027,0.026,"[-1.805, -2.524, 7.382, 8.428, -3.16, 9.407, -2.503, -5.948, -0.03, -7.723, -9.297, -3.442, 5.529]",Excited
12.77,214.86,113,0.047,0.087,"[-7.929, -6.436, -0.232, -7.895, -0.618, -3.414, -1.754, 0.411, -6.966, -6.783, -5.093, 0.392, -1.468]",Confused
12.6,111.99,63,0.018,0.088,"[8.337, -3.131, 9.012, 3.468, -4.692, -9.937, -4.068, 9.232, -3.869, -4.461, -2.718, 6.423, -1.483]",Sad
17.18,163.34,126,0.043,0.043,"[-5.364, -1.352, 8.029, -1.51, 4.918, 5.625, 6.504, 3.258, 1.175, -1.713, 3.851, -7.92, 7.72]",Calm
15.69,169.51,86,0.057,0.028,"[-1.329, 9.833, 6.907, 7.216, 9.796, 1.576, 3.228, -8.827, 6.272, -5.485, -1.622, 9.698, 0.683]",Confused
14.01,154.75,117,0.087,0.05,"[3.246, 2.541, 6.518, 4.224, -0.213, 0.178, -6.536, -9.732, 9.165, -3.61, -6.681, 2.016, -9.272]",Neutral
18.18,142.19,53,0.045,0.099,"[3.892, 7.449, -6.283, -5.925, -9.673, 3.087, 8.005, 2.507, -6.324, -6.599, -4.788, 6.937, -6.489]",Sad
12.78,154.18,127,0.072,0.045,"[6.929, 7.186, -3.08, 2.028, -2.949, -1.195, 8.688, 3.258, -6.394, -3.006, -4.696, -6.628, 3.908]",Neutral
13.86,189.61,130,0.018,0.088,"[5.289, -1.403, 4.355, 0.503, 5.551, 9.005, -0.739, 6.852, 5.612, 2.167, 8.118, 9.724, 8.697]",Fearful
12.68,178.35,95,0.084,0.093,"[-6.587, 6.481, 1.559, 1.934, -8.908, 6.636, 1.585, -3.163, -1.499, -2.916, -6.884, 6.268, 6.279]",Confused
13.84,175.04,130,0.026,0.02,"[-3.698, -1.109, 1.767, -1.722, -3.569, -1.538, -3.414, 0.3, 1.249, -8.212, -5.259, 7.562, 5.103]",Neutral
19.07,123.46,57,0.047,0.021,"[-9.33, -7.103, 8.528, -3.623, -0.164, 6.761, 5.367, 1.004, 1.465, 8.692, 7.169, -0.665, 2.482]",Sad
14.18,160.44,93,0.027,0.072,"[9.287, -7.578, -7.951, -1.624, 4.475, 4.795, -0.118, -7.882, -5.455, 9.273, 0.514, -3.284, 2.446]",Neutral
5.29,187.2,175,0.041,0.072,"[5.124, -2.748, 2.306, -2.22, 0.728, -0.785, -6.138, -3.635, -4.458, -5.025, 3.835, 7.546, -3.047]",Happy
11.93,168.38,105,0.065,0.039,"[3.419, 3.407, -9.665, -6.001, -0.326, 9.358, -0.818, 9.011, -2.45, 6.422, -9.875, -3.571, 7.936]",Neutral
9.77,154.77,111,0.085,0.068,"[-4.074, 3.096, 2.816, -7.354, -3.774, 9.159, -3.535, -8.382, 9.656, -7.954, -5.082, 1.734, -7.386]",Neutral
19.96,132.85,54,0.094,0.041,"[-6.361, -7.309, -0.284, 3.767, 3.778, 1.057, 9.918, -1.358, -8.883, -7.71, -0.582, 1.765, 7.996]",Bored
14.34,166.55,97,0.083,0.03,"[-7.056, -0.112, 4.497, 6.088, 0.419, -3.048, 0.214, -3.9, -3.237, -1.525, 7.203, 0.788, 8.752]",Neutral
6.07,259.1,154,0.015,0.057,"[-0.465, 8.625, -4.922, 8.687, 2.631, -0.831, -7.028, 6.592, -3.746, -4.265, 4.112, -6.434, 7.664]",Surprised
16.16,147.83,54,0.042,0.027,"[6.126, -7.609, -9.588, -1.65, 9.631, 3.888, -4.665, 6.974, -8.415, 9.904, 5.4, -7.806, 1.724]",Sad
6.13,282.7,179,0.055,0.07,"[7.486, -3.17, 2.196, -1.093, 2.145, -2.376, 1.697, 3.454, 6.33, 5.459, -1.061, -1.304, 7.196]",Angry
6.99,294.02,197,0.05,0.083,"[-1.037, 0.38, 8.781, -8.112, 3.503, 2.9, -2.827, -1.883, -3.809, -4.601, -4.408, 8.475, 9.494]",Angry
8.78,194.66,141,0.032,0.097,"[-9.979, -0.567, 6.046, 0.348, -8.837, 9.366, 8.916, -4.116, -0.998, 7.932, -7.255, -1.9, 5.646]",Happy
11.3,325.18,186,0.061,0.018,"[-7.309, -8.945, 9.031, -5.503, -0.036, -7.456, 8.209, -0.475, 4.132, -2.371, 5.307, 0.432, -5.219]",Angry
5.9,296.56,140,0.022,0.06,"[-4.75, -1.113, 3.046, -8.091, 9.86, -5.219, 0.526, -0.796, -2.483, 7.253, -3.34, -2.793, 1.02]",Angry
17.18,117.13,52,0.017,0.094,"[-4.554, 0.616, -2.595, 8.627, -6.897, 4.884, 8.136, 9.067, 6.876, -6.072, -2.246, 3.589, 5.916]",Sad
10.8,213.47,100,0.074,0.011,"[-9.031, 0.259, -5.357, -2.116, -6.019, 6.366, -4.789, -6.023, 0.65, 2.033, -9.04, -0.098, 6.224]",Confused
11.42,127.68,79,0.064,0.073,"[8.855, -1.405, 1.735, -1.086, 0.541, -6.775, -2.784, -1.276, 6.816, -8.588, 8.545, -4.345, 0.584]",Sad
15.59,149.11,97,0.099,0.03,"[7.497, 6.802, 8.391, -6.936, 6.195, -0.169, -0.57, -3.837, 8.396, 9.542, -6.424, -4.664, 1.687]",Calm
9.57,247.63,110,0.017,0.04,"[4.228, -4.039, -6.084, -6.018, -8.728, -7.997, 8.634, 7.499, 3.042, 9.528, -1.925, -7.025, 8.783]",Fearful
13.3,156.86,114,0.072,0.069,"[6.816, -0.98, -8.055, -2.899, 5.93, -0.222, 2.138, -4.252, -7.218, -1.818, -7.411, 6.016, 0.756]",Neutral
8.45,235.17,208,0.058,0.032,"[-7.95, -7.11, -4.309, 0.625, -6.984, 6.438, -9.037, 0.423, 2.548, -4.356, -9.903, -1.822, 6.977]",Excited
8.08,228.6,214,0.066,0.07,"[-5.479, -5.279, -0.111, 5.229, -8.472, -5.292, 9.536, -8.712, 9.521, -4.897, -7.381, 8.289, -4.332]",Excited
7.75,234.18,154,0.069,0.079,"[-5.923, -2.836, 0.276, -4.467, -5.228, 7.765, 4.907, -4.767, 5.178, 9.338, 9.986, -2.318, 7.136]",Surprised
10.33,183.42,83,0.031,0.099,"[1.13, 0.733, -5.827, -9.857, 5.673, -9.067, 2.405, -4.986, 1.457, -7.517, -4.818, 9.959, -6.198]",Confused
8.93,315.07,186,0.092,0.082,"[-9.024, 1.145, -7.262, 3.307, 6.492, -6.057, 7.564, 2.753, 8.093, 0.198, 3.178, -6.048, 0.954]",Angry
7.55,272.91,152,0.014,0.08,"[-7.722, 4.495, -8.72, 5.858, -9.867, 3.245, 8.426, 1.603, -4.823, 6.204, -0.183, -6.113, 1.79]",Angry
14.8,160.07,75,0.029,0.076,"[-2.842, -0.656, -5.063, -7.64, -1.115, -4.355, -4.51, -3.954, -5.066, 6.647, -5.02, 9.215, 5.021]",Confused
4.86,281.68,151,0.029,0.074,"[3.221, -5.474, 2.769, 4.652, -3.841, -9.923, -1.594, -9.804, 9.886, -2.32, 1.051, -5.354, -0.718]",Surprised
4.6,254.38,153,0.075,0.035,"[-1.384, 8.396, -5.937, 3.057, 5.012, 2.052, 0.156, -9.145, -0.37, 9.015, 8.24, -2.809, -7.009]",Surprised
17.37,115.03,51,0.037,0.024,"[-0.234, 1.646, 5.789, -3.843, 8.877, -6.004, 0.934, -9.372, -5.244, 8.534, 8.495, 8.556, 1.541]",Sad
5.91,252.93,154,0.04,0.095,"[-6.688, 3.078, 7.613, -9.365, 0.476, 3.62, -3.491, -5.185, 8.638, 6.344, -3.432, 3.937, -5.713]",Excited
8.14,302.52,197,0.082,0.036,"[-4.6, 3.763, -3.71, 0.928, -0.479, -5.238, 7.915, 9.189, -1.735, -0.937, 3.941, 1.03, -0.141]",Angry
13.18,150.93,126,0.096,0.016,"[4.712, 0.198, -8.942, 7.714, 7.228, 5.772, 4.48, 0.316, 6.879, 0.468, -7.287, -8.612, 4.752]",Calm
8.11,201.66,215,0.055,0.056,"[8.276, 3.282, -3.579, 8.686, 9.73, -9.412, -8.925, -3.683, -1.587, -3.248, -8.082, 8.508, 6.539]",Excited
14.23,169.32,94,0.028,0.01,"[-5.387, -5.454, 4.509, -9.687, -8.643, -7.731, -1.471, 8.283, 3.663, 9.842, 0.307, 4.417, 2.407]",Neutral
14.99,120.9,75,0.03,0.084,"[-7.498, -9.508, 8.201, -1.641, 3.857, 0.357, -5.939, 7.89, 3.38, -8.303, -6.017, 3.429, -8.577]",Sad
6.21,293.86,164,0.022,0.043,"[6.496, 6.135, 5.629, 1.617, -3.637, -5.485, -7.652, 7.068, -0.091, 7.545, -0.301, -0.023, 6.852]",Surprised
6.58,247.74,161,0.036,0.063,"[-3.187, -3.612, -3.24, 4.551, 9.866, 9.329, -0.633, 8.309, -7.722, 2.806, -3.965, 8.395, 5.77]",Surprised
10.45,298.88,176,0.081,0.037,"[5.119, 0.484, 1.824, 6.025, -8.043, 7.267, 0.694, 7.106, 5.136, -8.111, 8.964, -1.709, 6.816]",Angry
11.19,192.3,123,0.018,0.031,"[3.948, -5.442, -1.15, -2.585, 9.073, 6.391, -7.209, 8.892, -0.215, 0.23, 4.827, -0.226, 1.982]",Fearful
19.42,148.76,89,0.056,0.031,"[-4.065, 7.046, -7.729, 1.899, 6.448, -4.268, -9.18, -7.606, 4.604, 3.435, -9.386, 7.07, -1.519]",Sad
6.56,228.83,168,0.055,0.058,"[9.57, -8.655, 4.519, 2.0, 3.06, -3.316, 4.165, 7.852, -4.23, 4.66, -1.654, 6.571, 1.476]",Happy
14.43,141.32,117,0.018,0.045,"[9.413, -1.621, -1.779, 7.339, -9.082, -8.198, -6.273, -1.861, 0.947, -1.25, -2.65, -1.87, -2.158]",Calm
5.79,259.74,214,0.05,0.054,"[5.335, -1.502, -2.575, -3.915, -9.553, -8.997, 7.055, -6.622, -1.01, 1.517, 5.927, 4.821, -5.688]",Excited
10.95,153.68,114,0.031,0.08,"[-9.356, 0.088, 4.989, -7.108, 4.405, 0.349, -2.955, 7.595, -1.52, 6.102, 8.733, -2.04, 6.938]",Calm
12.01,148.67,105,0.084,0.098,"[-7.712, 6.113, 2.617, -0.08, -2.652, 3.609, -3.461, 3.286, -1.609, -5.768, -8.245, 9.486, -1.116]",Neutral
10.81,258.57,110,0.035,0.044,"[6.914, 9.738, 0.664, 1.793, -4.597, 1.031, -3.593, -1.206, -3.734, 6.348, 0.838, 3.947, -1.69]",Fearful
18.1,120.91,74,0.015,0.077,"[-2.852, 5.12, 9.858, -4.838, 6.26, 0.994, -9.393, -0.856, 9.469, 7.608, -2.626, 6.117, 0.898]",Sad
12.83,124.08,61,0.094,0.061,"[2.605, -4.188, -9.862, 2.806, -3.464, 7.32, -9.266, 5.59, -8.491, -5.124, -6.516, -1.113, 3.928]",Sad
5.67,232.42,164,0.081,0.023,"[6.131, 3.407, -9.608, -1.329, -2.181, -8.691, 1.468, -7.028, -3.397, -7.736, 1.968, -6.388, -7.802]",Surprised
8.27,241.04,173,0.046,0.032,"[7.805, 9.826, 9.179, 7.108, -1.626, 8.186, 4.477, 5.812, 1.725, 7.126, -3.146, 2.904, -9.169]",Happy
12.9,170.43,115,0.052,0.019,"[5.114, -8.243, 9.408, 5.097, -9.954, 7.453, 8.167, 3.159, 0.679, 1.748, 3.615, -1.3, 4.907]",Neutral
12.37,149.57,92,0.031,0.022,"[3.74, -2.176, -6.878, -2.908, -3.407, 8.782, -1.446, -2.211, -3.639, -8.595, 3.688, 3.317, 6.212]",Neutral
12.59,173.16,80,0.019,0.033,"[-9.316, 1.284, 8.671, 9.525, -8.965, 5.853, 4.036, 1.6, 4.477, -6.391, -9.248, 8.879, -9.266]",Confused
19.65,130.94,79,0.037,0.096,"[9.851, 9.908, -4.27, -6.676, -6.844, 7.699, 2.571, -3.494, -1.214, -9.892, -7.072, 5.47, -0.142]",Bored
7.68,245.93,150,0.035,0.087,"[3.373, -7.837, 2.273, 9.515, -8.299, -3.229, 0.684, -6.379, 5.931, 9.629, -8.95, -5.914, 1.479]",Happy
12.99,197.39,110,0.017,0.033,"[0.521, -8.076, 4.954, -0.976, -7.442, -5.922, 4.142, -9.468, 0.928, -8.507, -7.027, 3.298, -8.611]",Fearful
5.03,206.62,170,0.05,0.073,"[6.612, 7.681, 9.011, -3.026, 8.271, 2.295, 4.301, -4.073, -1.978, -1.651, 7.233, -1.432, 9.873]",Happy
15.9,150.98,73,0.098,0.019,"[8.125, -1.382, -7.803, -9.065, -6.368, 8.888, -9.506, -2.473, 9.796, -8.439, -8.309, -5.802, -4.571]",Bored
7.41,239.27,159,0.094,0.026,"[2.562, -3.046, 1.094, 9.997, -5.361, 7.79, -4.109, -8.152, 9.437, -8.426, 6.134, -1.729, -6.277]",Surprised
8.13,323.11,179,0.099,0.084,"[8.616, 2.303, 1.265, 1.162, -2.558, -5.797, 1.877, -4.904, 0.922, 1.227, -5.413, 2.984, -4.074]",Angry
11.8,165.31,102,0.086,0.055,"[1.3, -7.771, -6.576, 4.014, -4.283, -3.106, 6.187, 6.199, 3.514, 5.512, 5.377, -4.226, 6.641]",Calm
10.47,340.69,160,0.014,0.012,"[-5.704, 7.553, -2.912, -6.456, -6.656, 2.098, 0.234, -5.917, 9.622, 3.081, 6.526, -9.135, -5.465]",Angry
8.78,146.58,90,0.032,0.075,"[8.754, 3.618, -1.383, 0.911, -6.26, 2.822, 8.36, -3.383, -1.899, 0.426, -9.539, -7.534, -5.185]",Neutral
9.32,230.98,136,0.024,0.09,"[4.739, 4.329, -2.037, 2.956, 9.015, -2.268, -4.134, 5.645, -8.199, 2.136, 5.215, -7.48, -7.129]",Happy
6.09,258.46,146,0.028,0.051,"[6.69, 9.102, -9.132, -5.985, -2.227, -6.972, -8.692, 4.402, 7.189, -7.898, 2.985, -4.85, -3.192]",Surprised
11.33,254.26,143,0.068,0.071,"[-8.865, -6.645, 5.022, 0.365, 5.059, -9.599, 2.596, -5.8, 4.808, -6.603, -4.01, -4.441, -7.095]",Angry
15.25,100.39,57,0.058,0.062,"[5.78, -3.918, -4.768, 3.436, -7.668, 7.625, 5.496, 3.314, 7.933, -3.517, -4.475, -3.743, -4.095]",Sad
16.25,137.25,68,0.067,0.057,"[-8.016, 8.415, 4.963, -5.779, 3.076, 5.62, 9.081, 1.886, -8.243, -4.649, 1.046, -5.849, 6.491]",Sad
15.82,168.22,97,0.096,0.097,"[-9.388, 4.002, 8.488, 4.928, 0.681, -4.118, 3.263, 7.773, -5.049, -4.633, 2.428, -6.095, 3.556]",Confused
5.64,212.37,125,0.041,0.089,"[-5.627, 8.908, -5.272, -1.899, -2.934, -4.845, 0.692, 1.066, 8.326, -6.172, -4.945, 6.446, -6.157]",Happy
11.12,160.84,108,0.014,0.061,"[4.239, 4.847, -6.191, 9.041, -2.094, -7.535, 5.436, 3.882, 7.595, 8.324, 4.716, -4.327, -9.566]",Neutral
11.07,152.66,122,0.052,0.043,"[5.114, -1.24, -3.48, -6.946, -3.238, -7.591, 6.084, 1.412, -9.376, 4.47, 9.558, -1.009, -1.937]",Calm
11.2,105.01,62,0.044,0.054,"[-7.751, 6.955, 0.274, 0.576, 6.702, -7.051, -2.536, 6.882, -0.198, -7.473, 5.57, -6.383, 9.443]",Sad
8.23,259.01,133,0.058,0.095,"[9.954, -8.551, -4.329, 6.988, -5.673, -9.513, 0.2, 3.339, -1.617, 8.337, -2.707, -6.767, -1.683]",Fearful
10.21,141.95,62,0.055,0.088,"[7.228, 2.277, 7.114, 6.798, -6.185, 4.568, 6.899, -4.852, 0.895, -3.168, 0.361, 6.182, 3.249]",Bored
14.74,154.11,88,0.051,0.026,"[6.994, -8.659, 4.236, -9.268, -5.575, 6.657, -1.436, -7.251, -0.816, -3.386, -6.595, -9.724, -3.411]",Confused
14.52,164.74,72,0.017,0.016,"[9.429, -7.254, 1.001, -7.733, 3.332, 0.886, -5.45, 7.185, -2.831, 3.499, 0.756, -6.629, -6.285]",Bored
6.77,191,164,0.04,0.097,"[-2.219, 7.739, -8.934, 0.07, -4.38, -1.731, 3.523, 4.245, -5.525, 1.996, 6.836, -2.236, 9.697]",Happy
5.74,235.19,149,0.029,0.09,"[7.34, -5.1, -0.384, 6.089, -2.678, 6.915, -6.034, -7.187, -8.153, -3.063, -6.537, -9.405, -6.59]",Happy
10.63,290.54,141,0.035,0.079,"[-2.288, -4.922, -8.885, 1.831, -7.044, -3.92, 4.18, -0.67, -1.115, 6.231, -4.131, 0.761, 0.974]",Angry
11.83,124.39,60,0.047,0.027,"[-5.512, -9.349, 4.507, 3.534, -9.82, 8.105, 5.631, -8.966, -3.816, -9.157, -4.533, 4.607, 0.908]",Bored
14.12,207.66,79,0.07,0.089,"[1.142, 7.502, -8.336, -4.802, 2.336, 0.268, -8.154, 7.028, 7.749, -2.42, 4.254, 0.958, -0.026]",Confused
11.99,251.41,157,0.032,0.038,"[0.404, -6.072, 1.061, 8.467, 4.415, -6.199, 7.162, 7.751, 6.548, 5.359, -0.922, -0.468, 0.484]",Angry
11.37,120.96,70,0.089,0.094,"[-8.512, -7.055, 4.296, -1.48, 3.297, -9.025, 3.751, 9.004, -2.409, 6.154, 9.437, 7.08, 2.151]",Bored
9.73,193.55,103,0.043,0.044,"[-4.634, -8.7, -4.189, 7.489, 6.952, 5.675, -0.609, 6.987, -8.484, 6.171, 7.441, 7.114, -4.75]",Confused
5.35,247.25,165,0.078,0.089,"[-4.482, -2.519, 9.818, -0.751, -2.809, 8.64, -1.507, -4.085, -7.572, 1.794, 2.859, -5.046, 5.955]",Excited
13.36,151.84,107,0.081,0.064,"[9.523, 4.134, 5.006, 7.395, -3.86, 7.119, -2.903, 9.276, 9.522, 7.474, -1.136, -3.053, 7.201]",Neutral
7.91,258.16,170,0.036,0.079,"[-3.208, 4.591, -8.866, 5.569, 9.164, 8.901, 5.296, 6.274, -7.123, -2.299, -6.133, 8.76, -7.059]",Surprised
8.83,234.89,137,0.084,0.089,"[0.359, 7.568, 0.225, -7.924, -8.229, -6.656, 3.489, 5.535, -2.484, 3.755, 6.611, -0.343, -7.355]",Fearful
10.12,248,169,0.069,0.053,"[-0.113, -0.488, 4.167, -8.554, -7.869, -2.369, -1.86, 5.445, -3.678, 5.873, -4.337, 6.471, 1.175]",Excited
9.81,151.75,115,0.064,0.012,"[-1.975, -7.893, -1.325, 5.276, 0.106, 1.647, -8.46, -7.59, -6.451, -9.083, 7.661, -9.676, 5.062]",Confused
5.92,312.36,192,0.037,0.096,"[1.818, -2.599, -8.496, -4.59, 4.478, -4.018, 5.982, -5.47, -0.068, 2.918, -1.082, -2.724, -5.93]",Angry
15.59,150.95,55,0.098,0.021,"[-6.491, 7.825, -9.663, -5.464, 3.235, 4.868, -5.014, -5.028, 2.841, -0.578, -6.633, 7.799, 8.891]",Bored
8.75,193.32,150,0.069,0.043,"[-2.15, 3.609, 5.135, 2.728, 7.09, -9.106, -9.199, 7.48, 3.972, 7.574, 4.402, 7.126, 6.059]",Happy
14.13,108.9,86,0.095,0.04,"[-8.037, 7.921, 4.487, -8.173, 0.951, 7.778, 1.035, 0.692, -3.857, 6.73, -2.483, 2.68, -7.397]",Sad
10.63,167.74,92,0.054,0.015,"[-1.625, 1.263, 9.086, -9.975, -9.009, 3.908, 4.646, 1.009, -0.629, -4.98, 7.419, -7.101, -2.107]",Calm
18.86,127.35,65,0.092,0.028,"[-5.282, 5.857, -5.367, -5.588, -1.273, -7.433, 8.573, -8.367, 1.973, 2.817, 5.251, -7.364, 7.202]",Bored
10.95,219.38,161,0.087,0.031,"[5.015, 0.202, 2.397, -4.407, -2.214, -0.734, -5.2, -3.361, -4.384, -3.03, -5.518, -9.275, 8.301]",Excited
11.21,311.21,195,0.057,0.087,"[-9.518, -9.876, -4.694, -5.681, -2.854, -8.085, -4.779, 2.55, -3.808, 4.261, -2.194, 2.87, -5.258]",Angry
11.12,328.24,188,0.071,0.069,"[-7.106, -7.335, -6.339, 0.036, -7.103, 1.29, 6.319, 1.795, 6.357, 8.753, 6.747, 2.702, -6.928]",Angry
9.24,247.32,138,0.087,0.043,"[3.925, -4.184, -9.281, 8.42, -0.091, -8.912, -8.247, 7.488, -8.799, -9.638, 2.228, 1.622, 1.081]",Happy
18.27,129.55,63,0.018,0.091,"[2.177, 1.184, -9.514, -6.443, -1.2, 5.589, -8.237, -6.431, 1.805, 8.62, 0.522, -0.1, 9.164]",Bored
3.17,288.08,164,0.065,0.078,"[-5.452, -4.643, 2.978, -1.777, -5.281, 5.422, -8.784, -1.634, 7.115, 8.452, -3.082, -5.607, 0.994]",Surprised
18.6,124.62,71,0.019,0.077,"[2.036, 3.916, -4.956, -1.961, -6.183, -3.382, 6.857, 9.955, -4.563, 0.031, 6.012, 2.823, -2.737]",Bored
13.48,199.2,104,0.034,0.093,"[-6.229, 4.554, 4.71, -4.312, -5.193, 2.773, 5.907, -5.99, 2.791, -3.869, 1.318, 5.69, -0.115]",Confused
11.59,131.19,67,0.095,0.042,"[4.765, -4.111, 7.37, 5.834, -8.997, 0.614, -5.505, -2.868, -6.086, -9.278, -2.45, -4.835, 9.715]",Sad
6.63,241.76,156,0.081,0.088,"[1.562, 9.676, 7.967, 8.679, -4.826, -2.779, -8.094, -3.475, 9.047, 8.251, -1.581, 0.872, -0.909]",Surprised
11.09,257.57,168,0.041,0.058,"[-3.374, 2.057, -2.191, -3.259, 5.653, 3.023, 9.074, -1.536, 4.578, 2.75, 5.629, 2.242, 7.143]",Excited
18.6,117.55,77,0.062,0.054,"[5.111, -1.563, 2.085, 9.919, -4.146, 6.481, -9.511, 3.77, -8.334, -7.007, -0.219, -4.68, -8.311]",Sad
6.87,226.23,141,0.081,0.026,"[-0.532, -4.105, -2.769, -9.407, -4.212, -9.296, -2.494, 5.491, -5.263, 3.691, 8.449, -1.289, -0.59]",Happy
9.87,340.02,161,0.05,0.05,"[-2.603, 7.161, 3.657, 0.858, -7.681, 8.917, -7.344, 5.93, 1.143, 0.345, -2.622, -2.752, -8.822]",Angry
5.92,193.94,158,0.027,0.017,"[7.919, -8.446, -9.792, 9.752, 2.462, 1.029, -7.754, 5.99, -2.681, -3.272, -9.685, -2.293, -5.154]",Happy
5.83,200.8,153,0.053,0.073,"[0.966, -1.98, 2.932, -3.464, -3.723, 7.415, -0.396, -5.489, -7.384, 3.529, -1.583, -4.835, -1.794]",Excited
10.82,116.98,56,0.096,0.072,"[7.8, 2.49, 4.597, 6.686, 8.452, -9.86, 5.517, 9.578, -2.694, -6.46, 3.977, 7.306, -4.403]",Sad
11.19,204.67,116,0.074,0.076,"[-7.049, -5.256, 0.08, 3.216, -9.701, 8.186, 3.682, -0.773, -2.923, 1.583, -3.209, 9.252, -5.293]",Fearful
7.61,291.75,155,0.081,0.085,"[2.418, -5.99, -1.001, -9.992, -5.26, -1.782, -7.025, -3.198, -6.721, 4.08, -2.88, -9.894, -2.919]",Surprised
10.07,330.73,151,0.1,0.062,"[7.84, 7.241, -7.892, -8.758, 4.396, -1.668, 3.274, -2.166, 9.87, -7.124, -3.909, 9.135, -7.708]",Angry
5.56,254.74,148,0.058,0.089,"[6.572, -2.5, 9.152, -3.357, -4.362, 2.768, -9.479, -2.171, -2.255, -4.484, 2.484, -4.966, -4.538]",Angry
17.79,142.82,67,0.031,0.039,"[-8.921, 0.084, 8.252, 8.328, -2.801, 7.216, -9.549, 1.551, 4.107, -3.626, 5.313, -5.22, 2.102]",Bored
4.66,267.38,154,0.013,0.069,"[6.981, -6.258, 4.969, 6.737, 2.069, -1.687, -5.691, 6.699, 3.113, 6.613, 9.227, 9.92, 1.795]",Surprised
9.01,174.62,82,0.073,0.056,"[-5.665, 7.067, -5.066, -2.29, 5.926, 4.373, -4.14, 2.582, 8.575, -6.2, -3.785, -6.859, -5.99]",Confused
10.1,337.89,198,0.095,0.073,"[-4.809, 8.874, -0.554, 7.092, -6.774, 0.954, 5.622, -4.601, -1.293, -8.288, -6.568, -0.082, -7.729]",Angry
12.16,176.95,93,0.015,0.063,"[3.127, -0.315, 6.87, 0.7, -1.377, -4.371, 6.813, 4.505, 6.727, 0.204, 0.164, 4.131, 5.229]",Calm
11.86,162.19,119,0.077,0.066,"[6.564, 0.641, 7.214, -3.735, -7.562, -4.532, -6.863, 8.806, 0.533, 3.262, 4.005, -4.875, 0.398]",Confused
11.09,315.09,198,0.015,0.09,"[-6.813, 5.453, 8.677, -9.501, 0.524, -2.238, 9.323, 0.31, -7.522, 0.327, -1.813, 9.199, -4.946]",Angry
19.83,139.59,60,0.075,0.098,"[-8.699, -7.507, -4.212, 4.356, -2.913, -9.462, 3.661, 2.99, -4.973, 7.866, 4.203, -2.031, 6.991]",Bored
11.28,342.86,171,0.076,0.049,"[0.912, -7.602, 4.286, -1.447, -8.73, -9.114, 9.23, 6.564, -5.791, -2.404, 3.399, -3.177, -7.952]",Angry
7.51,291.76,131,0.081,0.047,"[-1.162, -1.165, -8.101, -4.834, -1.718, -4.554, -4.584, 2.808, -0.725, 3.96, -1.257, -3.927, 0.34]",Surprised
5.46,258.2,214,0.027,0.027,"[2.147, 6.674, 2.045, 1.931, -0.855, -7.943, -5.829, -5.063, -4.198, -5.734, 5.05, 9.146, 7.494]",Excited
18.34,105.51,67,0.02,0.061,"[2.862, -6.909, 6.861, 6.271, -7.896, 1.797, -1.205, 2.268, -9.139, 8.337, 3.92, 4.55, 8.532]",Sad
17.65,118.83,64,0.086,0.078,"[-2.006, 0.364, -6.105, -5.374, -5.901, -2.728, -6.131, 8.045, 8.732, -5.348, 2.763, 7.861, -6.867]",Sad
10.11,167.45,61,0.045,0.025,"[7.57, 9.766, -9.599, -4.45, 8.565, 5.473, 5.321, 0.396, -1.319, 0.854, -1.974, 3.45, 5.907]",Bored
6.33,269.42,139,0.076,0.038,"[-6.24, -9.512, -4.699, -2.822, -4.208, 1.17, -9.72, -4.401, -1.752, -9.845, -7.198, 0.368, 0.195]",Surprised
10.19,267.29,144,0.027,0.042,"[7.759, 2.684, 2.939, -7.198, 9.274, 7.267, -7.735, 8.711, -2.041, 9.323, 4.049, -5.899, 3.854]",Fearful
12.01,123.8,79,0.035,0.062,"[-6.52, 0.682, -1.827, 9.359, -6.812, -3.47, 9.855, 6.418, 0.981, 0.556, 9.864, -2.436, -1.237]",Bored
4.49,268.68,165,0.091,0.07,"[-7.164, -0.163, 1.3, -6.966, -1.045, -7.241, -2.973, 3.837, -2.625, 7.934, 3.076, -2.91, -1.278]",Surprised
11.25,318.12,190,0.037,0.014,"[-9.648, -1.046, -2.183, -0.049, -6.682, -2.595, 1.82, 6.285, -9.204, -1.106, -3.118, 5.72, 4.281]",Angry
